Data,ID_Obra,Tipo_Obra,Material,Equipamento,Area_m2,Espessura_cm,Custo_Orcado_RS,Custo_Real_RS,Consumo_Diesel_L
2026-01-22,OBRA_32-1171,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,8327,3.0,523772.0,499467.83,624.52
2025-12-17,OBRA_78-4064,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,14524,3.5,727204.79,728735.09,1270.85
2024-07-25,OBRA_57-7064,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,5586,3.0,351934.17,337576.18,418.95
2024-03-29,OBRA_83-0530,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,12518,3.0,682192.64,649829.23,938.85
2025-03-24,OBRA_26-0089,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,14637,6.0,1346742.63,1372041.46,2195.55
2024-04-14,OBRA_81-5644,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,13252,3.5,609922.81,611668.56,1159.55
2024-12-25,OBRA_19-0144,Concessionária/Rodovia,Binder,Vibroacabadora,6714,5.0,648699.72,631500.37,839.25
2025-05-30,OBRA_71-7583,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,12849,3.5,762791.99,781950.08,1124.29
2024-04-18,OBRA_22-0207,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,4905,3.5,224901.44,229643.38,429.19
2026-03-15,OBRA_51-9839,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,12524,3.5,715271.78,697186.46,1095.85
2025-01-06,OBRA_33-7883,Concessionária/Rodovia,Binder,Fresadora,10582,4.0,1109301.4,1081094.53,1058.2
2025-04-16,OBRA_63-8628,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,4965,3.5,239268.62,231263.42,434.44
2025-09-12,OBRA_54-3698,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,9314,6.0,879592.49,851476.69,1397.1
2025-04-15,OBRA_75-6284,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,4219,3.0,274002.3,279372.37,316.43
2025-06-30,OBRA_33-9073,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,7135,3.0,419394.26,417779.32,535.12
2025-05-07,OBRA_45-7543,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,3167,3.0,166886.19,231536.54,237.52
2024-04-11,OBRA_48-0938,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,10727,3.5,685633.08,682389.19,938.61
2024-09-05,OBRA_72-7788,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,12298,6.0,1590858.66,1590971.0,1844.7
2024-06-21,OBRA_65-1194,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,1093,3.5,59132.89,78833.19,95.64
2024-06-03,OBRA_55-7945,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,6946,4.0,872776.6,877802.1,694.6
2024-08-18,OBRA_61-6509,Concessionária/Rodovia,Binder,Caminhão Espargidor,14598,6.0,1635263.97,1648068.25,2189.7
2025-05-03,OBRA_26-6274,Concessionária/Rodovia,Binder,Caminhão Espargidor,3075,4.0,303000.04,302328.59,307.5
2025-12-11,OBRA_13-2566,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,12340,5.0,1425623.25,1426928.03,1542.5
2024-05-30,OBRA_25-8790,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,5136,3.5,288393.23,277303.28,449.4
2025-03-28,OBRA_20-4996,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,13617,3.5,617100.43,639488.94,1191.49
2024-09-06,OBRA_85-3319,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,1616,3.0,73179.67,71705.64,121.2
2024-05-06,OBRA_70-7299,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,12349,4.0,1336358.38,1364649.58,1234.9
2025-04-13,OBRA_58-1133,Concessionária/Rodovia,Binder,Fresadora,4877,5.0,578264.01,552826.08,609.62
2024-04-25,OBRA_92-0922,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,7713,3.0,418019.12,400245.61,578.48
2024-04-09,OBRA_17-2741,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,13289,3.0,728468.75,702162.09,996.67
2025-07-08,OBRA_66-7556,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,8162,3.5,368358.44,367056.94,714.17
2024-11-29,OBRA_81-0232,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,1070,3.5,49524.47,48415.03,93.62
2026-02-24,OBRA_67-9503,Concessionária/Rodovia,Binder,Vibroacabadora,6139,4.0,781178.56,788066.61,613.9
2025-11-20,OBRA_25-4986,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,13114,6.0,1559141.64,1558021.41,1967.1
2024-06-25,OBRA_20-1204,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,9733,3.0,511859.74,529634.17,729.98
2024-10-12,OBRA_59-0974,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,5225,3.5,319695.12,318644.84,457.19
2025-10-29,OBRA_22-7681,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,14185,3.5,707179.06,683057.68,1241.19
2025-06-21,OBRA_17-8978,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,2449,3.5,140409.02,135547.15,214.29
2025-07-03,OBRA_36-2499,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,4216,3.5,201443.27,275605.41,368.9
2025-09-12,OBRA_55-2707,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,6628,4.0,847027.27,1182141.24,662.8
2024-10-03,OBRA_22-7290,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,14867,3.5,830786.1,842719.08,1300.86
2025-10-26,OBRA_31-1667,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,13435,3.5,869908.22,1142669.17,1175.56
2025-05-15,OBRA_07-3440,Concessionária/Rodovia,Binder,Rolo Compactador,9877,5.0,1024349.11,1074549.57,1234.62
2024-08-05,OBRA_41-5154,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,14175,5.0,1330007.26,1355866.72,1771.88
2025-02-16,OBRA_14-7281,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,1012,3.5,56889.64,58560.41,88.55
2025-09-08,OBRA_05-5133,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,11901,3.0,627896.42,604093.62,892.57
2025-11-01,OBRA_91-0759,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,3301,3.0,148838.64,155174.83,247.57
2025-12-24,OBRA_80-0372,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,1185,6.0,111416.08,115542.73,177.75
2024-10-13,OBRA_46-2573,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,6373,3.5,404381.06,513291.68,557.64
2024-11-11,OBRA_25-0204,Concessionária/Rodovia,Binder,Caminhão Espargidor,9397,4.0,1019070.54,986288.26,939.7
2026-01-02,OBRA_72-4724,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,8471,3.0,492510.81,491594.34,635.32
2024-06-26,OBRA_98-7993,Concessionária/Rodovia,Binder,Rolo Compactador,12239,5.0,1509972.74,1486994.63,1529.88
2025-07-15,OBRA_06-5077,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,3610,3.0,163720.38,161570.9,270.75
2024-10-16,OBRA_81-7125,Concessionária/Rodovia,Binder,Caminhão Espargidor,12485,6.0,1478479.12,1973496.61,1872.75
2024-08-22,OBRA_14-1351,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,14612,5.0,1566944.36,1490755.09,1826.5
2025-07-05,OBRA_15-4351,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,1912,3.0,100885.65,100190.51,143.4
2024-12-19,OBRA_93-2213,Concessionária/Rodovia,Binder,Vibroacabadora,8772,6.0,1022810.21,1233664.82,1315.8
2025-01-10,OBRA_75-3969,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,2215,3.5,108888.5,136120.91,193.81
2024-06-22,OBRA_41-8170,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,10841,3.0,610869.74,622320.14,813.07
2025-01-04,OBRA_66-3131,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,2895,3.0,166668.39,162144.32,217.12
2024-09-25,OBRA_90-0262,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,14025,4.0,1737735.43,1656849.57,1402.5
2025-09-02,OBRA_89-1984,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,13502,5.0,1440340.2,1442109.1,1687.75
2026-01-24,OBRA_87-9295,Concessionária/Rodovia,Binder,Vibroacabadora,7853,5.0,1009122.64,992707.49,981.62
2025-05-16,OBRA_17-6233,Concessionária/Rodovia,Binder,Fresadora,9210,6.0,933206.61,954590.28,1381.5
2024-10-15,OBRA_08-1376,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,4296,3.0,238373.84,240089.62,322.2
2025-03-01,OBRA_59-9489,Concessionária/Rodovia,Binder,Rolo Compactador,2136,4.0,243886.0,251306.34,213.6
2025-08-20,OBRA_32-0331,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,11982,6.0,1057888.86,1041673.52,1797.3
2024-06-26,OBRA_00-8343,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,5353,3.0,265072.66,268364.65,401.47
2025-06-26,OBRA_14-4599,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,9938,3.0,576800.98,598062.18,745.35
2025-09-14,OBRA_90-0096,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,10644,3.0,580158.01,574044.77,798.3
2024-09-06,OBRA_59-7314,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,10738,3.5,500719.77,477908.04,939.57
2024-10-26,OBRA_46-3799,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,14372,3.0,813556.68,830063.18,1077.9
2025-11-28,OBRA_19-1759,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,7056,3.0,437743.23,420501.83,529.2
2026-01-13,OBRA_34-5152,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,14628,3.5,947527.68,930424.55,1279.95
2025-03-01,OBRA_43-4668,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,13856,3.0,701329.62,721398.36,1039.2
2025-11-02,OBRA_07-2199,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,14028,3.5,649905.67,681943.8,1227.45
2024-09-19,OBRA_86-0559,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,7884,3.5,469793.47,487851.63,689.85
2025-12-07,OBRA_69-5447,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,3934,3.5,195152.43,193263.15,344.22
2024-11-28,OBRA_38-6214,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,8858,3.5,436204.85,537548.98,775.07
2025-02-26,OBRA_43-8129,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,1664,3.5,86803.28,83333.47,145.6
2025-04-08,OBRA_65-4703,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,4345,3.5,199147.24,202950.28,380.19
2025-10-30,OBRA_61-6720,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,12954,6.0,1552125.57,1582165.84,1943.1
2025-04-11,OBRA_04-0994,Concessionária/Rodovia,Binder,Caminhão Espargidor,12026,5.0,1056012.04,1104813.36,1503.25
2024-10-11,OBRA_68-8775,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,8611,3.5,526301.46,529357.14,753.46
2026-01-27,OBRA_94-4555,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,5355,5.0,672380.32,664852.19,669.38
2025-04-12,OBRA_83-5887,Concessionária/Rodovia,Binder,Caminhão Espargidor,13610,5.0,1713420.25,1764294.08,1701.25
2026-01-20,OBRA_45-1002,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,1250,4.0,128264.81,124473.96,125.0
2024-09-15,OBRA_27-9256,Concessionária/Rodovia,Binder,Caminhão Espargidor,5986,6.0,551120.39,571490.29,897.9
2025-06-07,OBRA_96-2470,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,7320,6.0,924078.87,935021.39,1098.0
2024-09-05,OBRA_96-9777,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,10707,3.5,569583.89,589655.71,936.86
2024-08-20,OBRA_89-5212,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,12599,5.0,1229312.77,1274118.22,1574.88
2025-01-04,OBRA_11-5235,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,1519,3.5,74900.57,75372.43,132.91
2025-08-03,OBRA_62-0828,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,14674,3.0,824216.72,855686.06,1100.55
2024-11-07,OBRA_77-9053,Concessionária/Rodovia,Binder,Rolo Compactador,12288,4.0,1089290.94,1044274.01,1228.8
2024-09-06,OBRA_36-9744,Concessionária/Rodovia,Binder,Fresadora,2992,4.0,287939.37,293971.77,299.2
2025-04-01,OBRA_57-4753,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,5364,5.0,542874.53,564805.81,670.5
2025-10-29,OBRA_69-4263,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,7157,3.0,435496.8,449468.39,536.77
2025-10-16,OBRA_31-5375,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,2686,5.0,309089.37,303928.49,335.75
2024-07-18,OBRA_12-4208,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,7919,3.5,507655.73,487269.58,692.91
2025-06-15,OBRA_79-4954,Concessionária/Rodovia,Binder,Rolo Compactador,11428,6.0,1387268.64,1325287.35,1714.2
2025-03-31,OBRA_00-2429,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,9820,3.0,588880.28,572349.89,736.5
2024-03-29,OBRA_43-2624,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,8348,3.0,452982.77,450341.8,626.1
2024-06-16,OBRA_15-6647,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,14584,3.5,879090.66,902605.63,1276.1
2024-05-09,OBRA_23-5513,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,3325,3.0,180585.35,176259.88,249.38
2025-05-26,OBRA_07-2658,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,13305,3.5,827453.22,841381.3,1164.19
2025-02-10,OBRA_13-6080,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,13906,5.0,1539879.14,1554069.0,1738.25
2025-05-23,OBRA_73-1011,Concessionária/Rodovia,Binder,Caminhão Espargidor,8906,6.0,775008.0,754509.77,1335.9
2024-11-14,OBRA_08-0759,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,11547,3.5,690784.35,810726.5,1010.36
2025-03-23,OBRA_47-1220,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,6523,5.0,810820.55,804549.5,815.38
2026-03-08,OBRA_05-1361,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,14068,3.5,767446.25,751470.48,1230.95
2026-02-13,OBRA_59-3974,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,14977,4.0,1915488.1,1844547.39,1497.7
2026-02-10,OBRA_48-1191,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,13014,6.0,1312717.17,1664447.5,1952.1
2024-07-24,OBRA_24-6831,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,9278,5.0,997273.9,989086.27,1159.75
2025-05-14,OBRA_96-2685,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,14562,3.0,688578.55,696545.57,1092.15
2026-03-04,OBRA_23-7548,Concessionária/Rodovia,Binder,Rolo Compactador,5701,6.0,577257.4,602833.07,855.15
2024-05-14,OBRA_09-3890,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,9914,3.5,547743.2,552447.61,867.47
2024-03-26,OBRA_23-7991,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,10087,3.0,652898.89,640384.37,756.52
2024-11-01,OBRA_24-8183,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,5182,3.5,290536.21,300730.24,453.42
2025-10-03,OBRA_82-7555,Concessionária/Rodovia,Binder,Caminhão Espargidor,5433,5.0,502192.74,502292.8,679.12
2026-03-13,OBRA_18-5782,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,9158,4.0,1016231.8,1003161.81,915.8
2024-12-21,OBRA_66-2520,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,4917,3.0,288253.65,287852.87,368.77
2024-09-12,OBRA_86-0011,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,10201,3.0,489208.77,511661.31,765.07
2024-09-15,OBRA_52-5516,Concessionária/Rodovia,Binder,Vibroacabadora,14903,6.0,1632544.14,1695967.75,2235.45
2024-11-27,OBRA_81-9128,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,7190,3.5,402609.01,396424.41,629.12
2024-10-20,OBRA_46-2017,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,11790,6.0,1133334.12,1309878.54,1768.5
2024-09-21,OBRA_55-3803,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,13799,4.0,1690811.4,1668099.57,1379.9
2024-06-03,OBRA_11-9704,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,6550,3.5,331730.46,337418.36,573.12
2025-07-14,OBRA_52-9280,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,3993,3.0,208707.65,202151.31,299.47
2025-12-01,OBRA_56-2470,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,8220,3.0,439555.0,452040.52,616.5
2025-07-27,OBRA_24-2982,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,11751,3.0,587773.82,802219.22,881.32
2024-10-02,OBRA_44-8360,Concessionária/Rodovia,Binder,Caminhão Espargidor,13183,4.0,1304635.35,1259442.97,1318.3
2025-06-13,OBRA_56-5970,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,3592,3.5,164462.42,164688.34,314.3
2026-03-13,OBRA_67-6366,Concessionária/Rodovia,Binder,Vibroacabadora,13249,6.0,1232529.86,1241766.63,1987.35
2024-06-12,OBRA_05-2036,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,10435,6.0,1048631.23,1060484.62,1565.25
2024-11-22,OBRA_84-1674,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,3649,3.5,208010.98,281264.85,319.29
2025-11-15,OBRA_74-0616,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,1213,3.0,64381.02,62316.62,90.97
2026-01-02,OBRA_89-6098,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,3003,3.5,149728.33,150153.48,262.76
2025-06-20,OBRA_00-9602,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,6058,4.0,693280.58,969687.64,605.8
2024-11-12,OBRA_04-7067,Concessionária/Rodovia,Binder,Vibroacabadora,6565,5.0,764844.11,764683.22,820.62
2025-01-14,OBRA_24-8623,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,3649,3.5,200571.75,201586.69,319.29
2025-06-30,OBRA_55-3086,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,14654,3.0,944921.86,981850.89,1099.05
2024-04-15,OBRA_76-5745,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,9460,6.0,934826.48,968471.22,1419.0
2024-09-11,OBRA_96-2264,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,14779,3.0,899213.21,905923.33,1108.42
2024-04-06,OBRA_99-4312,Concessionária/Rodovia,Binder,Vibroacabadora,3548,6.0,302289.66,296342.6,532.2
2024-06-26,OBRA_75-4597,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,13162,3.0,794018.73,781286.55,987.15
2025-02-23,OBRA_36-5088,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,7517,3.0,397814.51,393304.77,563.77
2024-12-18,OBRA_30-3871,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,4366,3.0,283242.41,283868.68,327.45
2024-08-03,OBRA_09-4653,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,13598,3.0,883271.63,884570.75,1019.85
2024-08-01,OBRA_85-0576,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,8624,6.0,776084.79,801721.51,1293.6
2024-08-28,OBRA_56-1830,Concessionária/Rodovia,Binder,Rolo Compactador,4171,4.0,410085.18,419428.36,417.1
2025-08-02,OBRA_47-3471,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,6747,6.0,587563.28,610209.29,1012.05
2025-05-13,OBRA_44-1653,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,12358,3.5,754271.84,744983.8,1081.32
2025-09-27,OBRA_80-5561,Concessionária/Rodovia,Binder,Vibroacabadora,4235,5.0,523762.52,535664.45,529.38
2025-05-26,OBRA_98-6278,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,8304,6.0,760437.61,767866.57,1245.6
2024-04-29,OBRA_89-8658,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,3729,5.0,330096.79,344774.49,466.12
2025-03-07,OBRA_43-1307,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,6786,3.0,333798.16,320441.18,508.95
2026-01-21,OBRA_74-6364,Concessionária/Rodovia,Binder,Caminhão Espargidor,5971,5.0,575053.66,568054.11,746.38
2024-12-05,OBRA_22-7633,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,14409,3.5,836536.74,842089.08,1260.79
2025-02-27,OBRA_86-9430,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,6046,5.0,686264.23,708235.39,755.75
2024-10-05,OBRA_45-3130,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,13445,3.5,646566.62,650927.37,1176.44
2024-12-18,OBRA_47-8343,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,11062,3.5,570021.25,575076.33,967.92
2024-10-03,OBRA_05-4211,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,10735,3.0,624077.15,607957.24,805.12
2024-09-23,OBRA_05-3456,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,3164,3.5,189001.41,186853.14,276.85
2025-05-01,OBRA_76-4874,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,6603,6.0,590901.85,611033.41,990.45
2025-05-29,OBRA_51-3090,Concessionária/Rodovia,Binder,Rolo Compactador,4937,6.0,534991.92,544387.6,740.55
2026-02-25,OBRA_21-8141,Concessionária/Rodovia,Binder,Vibroacabadora,10324,6.0,1201696.77,1160880.11,1548.6
2025-12-26,OBRA_00-2646,Concessionária/Rodovia,Binder,Rolo Compactador,8482,4.0,835933.28,833907.56,848.2
2025-04-29,OBRA_99-2245,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,8555,5.0,1028850.03,1374972.42,1069.38
2024-09-04,OBRA_58-1823,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,9573,5.0,854807.72,863212.98,1196.62
2025-02-20,OBRA_72-6213,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,1831,3.5,106232.04,110396.43,160.21
2024-05-08,OBRA_14-5040,Concessionária/Rodovia,Binder,Vibroacabadora,8022,5.0,765858.85,791731.91,1002.75
2025-10-21,OBRA_28-9994,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,6845,3.0,350836.21,338341.81,513.38
2024-06-23,OBRA_93-4110,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,14248,3.0,728206.97,725578.01,1068.6
2024-10-21,OBRA_41-5247,Concessionária/Rodovia,Binder,Fresadora,11180,6.0,1387879.47,1383897.08,1677.0
2026-03-14,OBRA_91-6293,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,8857,3.0,525779.69,531539.25,664.27
2025-02-19,OBRA_02-6125,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,2463,3.5,117465.47,115970.62,215.51
2025-03-31,OBRA_81-2368,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,10727,6.0,1244396.05,1513425.33,1609.05
2025-05-03,OBRA_68-4085,Concessionária/Rodovia,Binder,Rolo Compactador,8030,5.0,822943.31,1004415.66,1003.75
2025-04-11,OBRA_66-0512,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,6827,3.0,430225.09,426318.76,512.02
2025-07-17,OBRA_83-0094,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,7208,4.0,737737.87,711243.89,720.8
2026-01-04,OBRA_97-3434,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,5336,3.5,252552.75,300546.9,466.9
2024-08-30,OBRA_46-8323,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,14087,3.0,691458.85,690764.26,1056.52
2024-06-04,OBRA_84-7060,Concessionária/Rodovia,Binder,Rolo Compactador,6298,4.0,760466.64,794293.2,629.8
2025-01-06,OBRA_84-4430,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,8046,5.0,750131.44,778938.82,1005.75
2025-07-27,OBRA_98-8894,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,4197,4.0,428399.19,414924.55,419.7
2025-08-21,OBRA_56-3649,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,6097,4.0,684659.72,692052.18,609.7
2026-01-20,OBRA_52-0658,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,8539,4.0,775024.52,811051.24,853.9
2025-09-17,OBRA_97-1453,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,4315,3.0,242130.18,243760.99,323.62
2025-02-12,OBRA_60-5785,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,12342,3.5,722745.05,865906.08,1079.92
2025-05-01,OBRA_91-7644,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,6596,3.5,385841.88,382848.32,577.15
2025-09-14,OBRA_57-3113,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,7093,3.0,339739.06,438527.74,531.98
2025-10-16,OBRA_80-2074,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,9448,3.5,544226.81,555538.02,826.7
2025-04-13,OBRA_69-4447,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,3764,4.0,398654.19,402246.33,376.4
2024-04-06,OBRA_60-0417,Concessionária/Rodovia,Binder,Caminhão Espargidor,6980,5.0,712714.3,718226.3,872.5
2026-03-08,OBRA_87-2251,Concessionária/Rodovia,Binder,Rolo Compactador,8656,4.0,1036904.27,998247.33,865.6
2026-01-16,OBRA_00-0248,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,6309,5.0,625561.82,633920.14,788.62
2024-06-30,OBRA_93-7098,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,2227,3.0,103448.63,122880.65,167.03
2025-07-07,OBRA_34-0421,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,7070,6.0,781832.58,958975.47,1060.5
2025-10-30,OBRA_80-3163,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,14530,3.0,739783.7,737231.91,1089.75
